activity,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyAccMag-mean(),tGravityAccMag-mean(),tBodyAccJerkMag-mean(),tBodyGyroMag-mean(),tBodyGyroJerkMag-mean(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyAccMag-mean(),fBodyBodyAccJerkMag-mean(),fBodyBodyGyroMag-mean(),fBodyBodyGyroJerkMag-mean()
WALKING_DOWNSTAIRS,0.34943569,-0.053951882,-0.055782411,0.77447862,-0.2609215,-0.44670717,-0.0062395907,-0.088927406,0.1083229,-0.39305996,0.21624283,0.53466454,-0.16744364,-0.10434706,-0.50166857,0.34205074,0.34205074,0.17810349,0.2341537,-0.14808521,0.02980063,0.59256116,0.321361,0.0308912,0.36007553,-0.004086951,-0.32325751,0.065988393,0.62192655,0.6177676,0.25367149,-0.046607207,-0.24627576
WALKING_DOWNSTAIRS,0.32138425,-0.016799522,-0.0071882832,0.78558619,-0.25782842,-0.43637139,-0.032949282,0.57337451,0.56484432,-0.50553895,0.26778623,0.48249704,-0.19299942,0.069558919,-0.37569326,0.38471972,0.38471972,0.32545815,0.41657267,-0.035045716,0.093437887,0.82306174,0.66578329,0.1374524,0.58106993,0.32948032,-0.10888667,0.27428509,0.64387828,0.87394272,0.55682172,0.21428971,0.00050290564
WALKING_DOWNSTAIRS,0.28367153,-0.0075009039,-0.17235644,0.77975105,-0.24334395,-0.42896517,0.44368775,-0.12033885,-0.84281809,-0.50581901,0.034696168,0.56764458,0.066587963,0.38072582,-0.23606728,0.38691626,0.38691626,0.42760311,0.59016119,0.10715642,0.36650865,0.69444785,1.0,0.30484303,0.42562375,0.49441349,-0.04372773,0.54151452,0.88407805,0.90653375,0.58956237,0.55125658,0.28699285
WALKING_DOWNSTAIRS,0.2795357,-0.0075537125,-0.17086894,0.76179198,-0.24272713,-0.43179819,-0.026200785,0.099584119,-0.21969327,0.016484251,-0.20167582,0.16303858,0.11188789,0.11835458,0.37713556,0.33742918,0.33742918,0.29825032,0.23347304,-0.055259269,0.1306995,0.47596921,0.49402229,0.16093931,0.33202254,0.22537752,-0.23753052,0.37438295,0.65672672,0.71913951,0.41802266,0.47523829,0.08828438
WALKING_DOWNSTAIRS,0.24445261,0.00032073704,-0.11714159,0.78467732,-0.24803622,-0.43715993,-0.18311897,0.18420799,0.52650739,-0.083705841,0.12449455,0.19194424,-0.11080517,-0.59759499,0.24452827,0.30263992,0.30263992,0.13740436,0.35286453,-0.14265216,0.15870622,0.77581548,0.53443811,0.067886914,0.52144464,0.15345541,-0.089604875,0.31680494,0.54449334,0.88548455,0.45323943,0.11429749,-0.20568964
WALKING_DOWNSTAIRS,0.30606613,-0.082030839,-0.13762575,0.80751012,-0.25616444,-0.44419059,-0.079700401,-0.15128492,0.51897182,0.03532564,0.029974199,-0.10637431,-0.0052584651,-0.3171845,-0.59835428,0.37651613,0.37651613,0.17795907,0.47008582,-0.12001331,0.086792124,0.68257883,0.48455474,0.018005157,0.51777535,0.081855959,-0.086660705,0.29220527,0.82158435,0.99216876,0.43030765,0.12090176,-0.13091774
WALKING_DOWNSTAIRS,0.28614863,-0.040630078,-0.014627074,0.78687041,-0.27503748,-0.44249286,0.048352674,-0.070268641,0.069908982,0.37948318,-0.38147928,-0.47181602,-0.092716207,0.13706494,-0.29810685,0.25443025,0.25443025,0.11469962,0.149196,-0.22878279,0.015611158,0.60499253,0.19907457,0.020684649,0.47255872,-0.057642032,-0.41725775,-0.036497092,0.51004797,0.63162397,0.33801709,-0.056539963,-0.25394259
WALKING_UPSTAIRS,0.047926064,-0.066885299,-0.081955744,0.70755974,-0.28113032,-0.53631424,0.1584796,0.092632086,-0.034394289,0.35854651,-0.36113954,-0.42326468,-0.28283621,-0.079806785,0.14133233,0.21566906,0.21566906,-0.31626102,0.3656803,-0.38133602,-0.38616041,0.010025846,0.27398867,-0.4292641,-0.43077795,-0.23711754,-0.43070222,0.12119367,0.15802485,-0.041002769,-0.29914117,0.054091738,-0.46803228
WALKING_UPSTAIRS,0.22694147,-0.0082928729,-0.15522812,0.64752295,-0.31974403,-0.53456977,0.31948805,-0.073441483,-0.50364059,0.158678,-0.36224623,-0.29279147,-0.18650098,0.2251773,0.51848263,0.279937,0.279937,-0.20557284,0.38690336,-0.2677662,-0.15820976,0.059804181,0.43353734,-0.29907779,-0.24344145,-0.21385372,-0.47703435,0.32451656,0.33449384,-0.0073070398,-0.24743177,0.1712396,-0.4263931
WALKING_UPSTAIRS,0.44632964,-0.018016409,-0.21740038,0.63065498,-0.35344908,-0.52274224,-0.070495316,-0.2002838,-0.042595035,0.35155294,-0.34072497,-0.66362941,0.16986775,0.46180079,-0.070779179,0.33569941,0.33569941,-0.11311232,0.58215078,-0.25416844,-0.19470277,0.27196215,0.48815483,-0.25168985,-0.10855579,-0.036740873,-0.32433955,0.46216079,0.25137359,0.12030061,-0.1582455,0.27878466,-0.33135369
WALKING_UPSTAIRS,0.34325655,0.0248745,-0.16720451,0.65207604,-0.35289584,-0.5163848,0.027525152,0.14674264,0.1221706,0.21737798,-0.24374199,-0.33077371,-0.05029677,0.12715833,0.044859939,0.23514912,0.23514912,-0.19412204,0.54415628,-0.30949589,-0.3344104,0.084122126,0.21631992,-0.35893017,-0.29474738,-0.15904126,-0.37979784,0.19295195,0.30316254,-0.033646541,-0.12071183,0.081870249,-0.333971
WALKING_UPSTAIRS,0.24042897,0.022120707,-0.14311181,0.665719,-0.32717184,-0.52466679,0.25544222,-0.054131022,-0.030691306,-0.083659491,0.0069369216,0.23485693,-0.064939121,0.31966317,0.1312152,0.16969526,0.16969526,-0.23754938,0.32843914,-0.35532784,-0.33310566,-0.079904738,0.28014816,-0.33954806,-0.40902499,-0.098992777,-0.40723448,0.11207563,0.23408458,0.017509039,-0.14938561,0.042115221,-0.44837523
WALKING_UPSTAIRS,0.26507718,-0.068742106,-0.039409039,0.65859936,-0.31657071,-0.52929789,0.074036984,-0.055412586,-0.0016514303,0.087293263,-0.20930348,-0.05716164,-0.078225804,0.1109399,-0.063493234,0.23531349,0.23531349,-0.23151154,0.34548673,-0.3953631,-0.30930576,0.09555167,0.26611141,-0.37601486,-0.30820311,-0.187036,-0.44827339,0.05338094,0.16230752,0.011888239,-0.27345772,-0.016415472,-0.56960911
WALKING_UPSTAIRS,0.22612105,-0.025172378,-0.084628668,0.65699617,-0.33826692,-0.50561999,-0.085932618,-0.011749937,0.40866432,-0.13506278,0.1527136,0.5159227,-0.25599236,-0.51323766,0.17745192,0.13713027,0.13713027,-0.33376225,0.44919232,-0.38050421,-0.31033882,0.0096288186,0.19927725,-0.41836429,-0.37642616,-0.36515923,-0.36426226,0.28723799,0.19605228,-0.13175544,-0.41808044,0.15200927,-0.46535845
WALKING_UPSTAIRS,0.15389471,0.013070376,-0.14152745,0.65028129,-0.34325222,-0.50972089,-0.076476621,-0.137089,0.81830732,-0.33473193,0.67109388,0.93735217,-0.2170309,-0.47631314,-0.13386317,0.011716532,0.011716532,-0.33261968,0.4365386,-0.35207947,-0.37173273,-0.094235539,0.23511615,-0.41604641,-0.34500629,-0.28866921,-0.47891666,0.23044334,0.17373785,-0.1699779,-0.35064818,0.20630043,-0.43199067
WALKING_UPSTAIRS,0.2945636,-0.0083554678,-0.08659903,0.64126202,-0.33498325,-0.53065837,0.12842928,-0.21247705,0.018087132,-0.20518827,0.10729997,0.34103655,-0.032289889,0.072159546,-0.24927245,0.0095084408,0.0095084408,-0.33747305,0.15819818,-0.43595055,-0.39692,-0.21761786,0.14615196,-0.3945027,-0.45543126,-0.23587261,-0.5146318,-0.0083692391,0.13303186,-0.13798163,-0.32382156,-0.081348772,-0.51417802
WALKING_UPSTAIRS,0.21492501,-0.02195965,-0.021968474,0.71361337,-0.2818276,-0.54922211,0.19915983,0.49786687,-0.46108752,0.55633802,-0.59584134,-0.83573374,-0.28472046,-0.38374672,-0.13984199,-0.047549796,-0.047549796,-0.46020298,0.26877571,-0.58232126,-0.46401621,0.12884667,0.033074757,-0.53684509,-0.43225737,-0.42361497,-0.51190015,-0.054594744,-0.12369509,-0.16418566,-0.41414482,-0.2126489,-0.59278957
WALKING_UPSTAIRS,0.27875389,-0.058202936,-0.080986134,0.68516894,-0.29168563,-0.54220958,0.035773874,-0.22695663,-0.2086016,0.42392564,-0.33567578,-0.51567391,-0.25267,0.043367754,0.069106842,0.22733758,0.22733758,-0.25884096,0.40074467,-0.41940712,-0.36315512,0.10611004,0.28202477,-0.38301595,-0.27913018,-0.23819181,-0.4186669,0.04223769,0.078539761,-0.072781756,-0.27921262,0.0051294685,-0.51826875
WALKING_UPSTAIRS,0.33201286,-0.045004887,-0.20090248,0.67537877,-0.31167377,-0.51690167,-0.21268161,-0.063319948,0.78493817,0.27535254,-0.025284863,-0.1041697,0.15546742,0.44196249,0.053337798,0.12011518,0.12011518,-0.27355951,0.40062766,-0.39062781,-0.30931769,0.012626028,0.32327249,-0.37578231,-0.38229156,-0.16163685,-0.43485139,0.29809843,0.096325067,-0.013122664,-0.28951978,0.14995088,-0.46463266
WALKING_UPSTAIRS,0.27914255,-0.033199933,-0.1248726,0.67184262,-0.32631815,-0.50785846,-0.070915001,0.077386582,0.80051974,0.47160232,-0.1242909,-0.55569972,0.064410599,0.27181911,-0.089101604,0.15263483,0.15263483,-0.28111208,0.59894701,-0.32936203,-0.35025202,0.072934125,0.29219456,-0.44129054,-0.32388335,-0.23287369,-0.43258481,0.3837768,0.28670857,-0.029154132,-0.35663266,0.31845458,-0.31273899
WALKING_UPSTAIRS,0.26267934,0.0013988593,-0.10456185,0.66958299,-0.33230005,-0.49252848,-0.1045207,0.24728177,-0.15267958,0.2846901,-0.27645359,-0.36860532,-0.34683114,-0.27324645,0.05482189,0.21230375,0.21230375,-0.24766732,0.54585208,-0.27214124,-0.37460923,0.057442402,0.21226664,-0.44953503,-0.32306415,-0.16735293,-0.31364765,0.2751702,0.32448804,-0.13607083,-0.25795278,0.32698731,-0.29190108
WALKING_UPSTAIRS,0.15539158,-0.027897774,-0.17327541,0.66986817,-0.32398579,-0.49359395,-0.22737329,-0.21440614,0.076016298,-0.040321277,-0.094452381,0.14704575,-0.025797431,-0.49875372,-0.19751164,0.17208889,0.17208889,-0.26972804,0.31479154,-0.36085998,-0.26176511,0.009976065,0.2486863,-0.37842568,-0.38512824,-0.18262224,-0.41813516,0.18724735,0.13061763,-0.02104318,-0.26127368,0.004526937,-0.37164659
WALKING_UPSTAIRS,0.064073197,-0.0051229331,-0.2715546,0.63362575,-0.32078494,-0.53874283,0.28062056,-0.19901594,-0.027084342,0.027607281,-0.1443524,0.033936071,-0.095565377,0.038501487,0.30678083,0.35323247,0.35323247,0.0035310103,0.46989156,-0.077898331,-0.18925224,0.39426096,0.53234175,-0.18004824,0.043364024,0.12554393,-0.22996712,0.67571606,0.35942865,0.072946867,0.10255793,0.59450339,0.22050351
WALKING_UPSTAIRS,0.17665828,-0.038535202,-0.042978775,0.58669332,-0.32211754,-0.60341034,0.53206532,-0.18627291,-0.049487516,-0.2244052,0.21706703,0.58343191,-0.44109016,0.039809262,-0.17729939,0.32053442,0.32053442,-0.02442638,0.61273959,0.0053364049,-0.19495867,0.35699654,0.70301282,-0.25976905,0.030233608,0.19076895,-0.038537797,0.79852494,0.48824165,0.15800958,0.087967469,0.70749149,0.28333472
WALKING_UPSTAIRS,0.46358849,-0.097318255,0.1425371,0.57454186,-0.33159813,-0.61268376,0.15018206,-0.23634196,-0.048860048,-0.36628559,0.21646974,0.66987595,-0.21856923,-0.37091996,-0.81442675,0.15527391,0.15527391,-0.29264769,0.41071613,-0.31931346,-0.37658013,-0.017959743,0.29885013,-0.4572985,-0.41011485,-0.25326443,-0.41609731,0.33659651,0.57012038,-0.054265376,-0.34064031,0.21146103,-0.29239835
WALKING_UPSTAIRS,0.46004,0.0044608324,-0.057228607,0.61140853,-0.33649086,-0.56478291,-0.17035805,0.32675878,-0.22137583,0.0083187264,-0.14279603,-0.22881688,0.28196609,-0.20154257,-0.6120317,0.05968691,0.05968691,-0.30118978,0.35549263,-0.41897026,-0.31426076,-0.036883749,0.15077126,-0.42798778,-0.36289068,-0.2468008,-0.18855536,0.071420019,0.4705874,-0.11169945,-0.26918514,0.14334034,-0.49640697
WALKING_UPSTAIRS,0.17706121,-0.0097938344,-0.09888602,0.68888326,-0.34585914,-0.50478139,0.37373255,-0.19576509,-1.0,0.53868085,-0.5773387,-0.82935879,0.0038718085,-0.37092421,0.13827904,0.26477381,0.26477381,-0.21832537,0.54271132,-0.33740124,-0.2116477,0.11764099,0.54078191,-0.36914243,-0.33309914,-0.25513654,-0.43612481,0.25567096,0.14085033,-0.024418143,-0.26391507,0.15015352,-0.35433007
WALKING_UPSTAIRS,0.33839018,-0.031976698,-0.13554534,0.64464286,-0.33636492,-0.52472648,0.085470512,-0.073469332,-0.47495717,0.39425997,-0.491082,-0.55150063,-0.18430478,0.12126188,0.087743373,0.21718675,0.21718675,-0.17940963,0.4879623,-0.24435751,-0.30010519,0.095849535,0.36431992,-0.34942844,-0.29026768,-0.14349835,-0.3975169,0.31730641,0.30471687,-0.0015791783,-0.22251746,0.1946483,-0.3684662
WALKING_UPSTAIRS,0.35887315,-0.056349698,-0.077668261,0.63116185,-0.31843715,-0.5448706,-0.11525104,0.041696027,0.40345831,0.4278102,-0.43771032,-0.56558909,-0.29666758,0.20898442,-0.45223603,0.18851668,0.18851668,-0.26637426,0.46372051,-0.33620987,-0.39429725,-0.018682438,0.1666087,-0.43756816,-0.34774434,-0.25982112,-0.35884758,0.091064674,0.2663167,-0.065458517,-0.30761615,-0.017587528,-0.4499274
WALKING_UPSTAIRS,0.32797104,-0.053103136,-0.054420515,0.6486067,-0.32545861,-0.53340564,0.039504298,0.20703577,-0.24110622,0.30905686,-0.41047346,-0.4617982,-0.35706252,-0.22281724,-0.23028234,0.1325239,0.1325239,-0.29872855,0.38759085,-0.43704042,-0.42165835,-0.040974843,0.10557565,-0.45544394,-0.35138923,-0.26335745,-0.34639674,-0.029423258,0.116548,-0.21443288,-0.37954415,-0.12626243,-0.56532166
WALKING_UPSTAIRS,0.21929385,-0.054840303,-0.15561373,0.66612955,-0.33854279,-0.51750592,-0.025817413,0.48037613,-0.079265511,0.054445364,-0.3675995,-0.25052477,-0.022292032,0.16482373,-0.49079826,0.11261238,0.11261238,-0.28276984,0.37563882,-0.3938508,-0.41550493,0.1356312,0.13041926,-0.41453516,-0.25381797,-0.24015102,-0.48064438,0.16077727,0.2969249,-0.11354407,-0.26662222,0.12399721,-0.43105816
WALKING_UPSTAIRS,0.2144351,0.041361838,-0.15264294,0.65496123,-0.3444745,-0.52308779,0.04617875,0.24274164,0.17299874,0.021937375,-0.15784198,-0.31066275,-0.1140876,0.12207184,0.19508622,0.13417934,0.13417934,-0.29566957,0.39017146,-0.4396772,-0.37874265,0.10171151,0.036110367,-0.40227347,-0.30691953,-0.32808646,-0.40997683,0.011124869,0.14245655,-0.1601626,-0.29295333,-0.044225765,-0.4335587
WALKING_UPSTAIRS,0.25599227,0.061575174,-0.11773197,0.64763523,-0.31833273,-0.5360166,0.024313701,0.085130071,0.12761004,-0.23672919,0.064049935,0.27337897,-0.32247942,-0.22066271,0.74834488,0.059075814,0.059075814,-0.36520281,0.33269017,-0.47628946,-0.42331297,-0.10705547,0.050882536,-0.48320371,-0.46749344,-0.35629739,-0.29970145,-0.014155528,0.47457301,-0.26032128,-0.45389165,0.014438461,-0.54655014
WALKING_UPSTAIRS,0.24950159,-0.014659666,-0.074786264,0.65462828,-0.29492682,-0.54240796,0.16730449,-0.012113333,-0.14566119,-0.4104654,0.11594632,0.68966565,0.092225171,-0.042381258,0.089752115,0.03113952,0.03113952,-0.39284383,0.31702357,-0.4515025,-0.47860702,-0.20814116,0.044968624,-0.50666591,-0.50665827,-0.35477391,-0.47384433,0.00013507425,0.048143277,-0.23710631,-0.41537879,-0.034654301,-0.5371879
STANDING,0.28384366,-0.025630835,-0.13734109,0.95952867,-0.1416968,0.13666794,0.07618907,0.024307118,0.050443152,-0.01429068,0.16257913,0.048073517,-0.098876694,-0.091795205,-0.043980507,-0.94615345,-0.94615345,-0.94790723,-0.87126857,-0.95719794,-0.94757373,-0.9096785,-0.91318836,-0.93524702,-0.90154865,-0.91448941,-0.91012782,-0.84747072,-0.93780148,-0.90642581,-0.89097542,-0.82131763,-0.91158419
STANDING,0.28699486,-0.015405687,-0.10486879,0.95875423,-0.1469914,0.13131015,0.069925774,0.016765046,0.021327042,-0.031030901,-0.046062455,0.073718941,-0.10752561,-0.060683722,-0.045214572,-0.9822868,-0.9822868,-0.9876731,-0.96146091,-0.99266858,-0.99040127,-0.96758994,-0.98068685,-0.99192918,-0.97670345,-0.98965568,-0.96383234,-0.97614994,-0.98235537,-0.97922023,-0.99305164,-0.97421808,-0.99269936
STANDING,0.27630714,-0.014842341,-0.10325403,0.96224957,-0.14569245,0.13096417,0.080924139,0.0090554677,-0.0061887267,-0.024057303,-0.10736851,0.09094099,-0.1029928,-0.043626929,-0.060508343,-0.99272391,-0.99272391,-0.99089219,-0.97908458,-0.9952434,-0.99601691,-0.98007014,-0.99016068,-0.99553441,-0.98295357,-0.98950712,-0.98147045,-0.99425669,-0.98987451,-0.99063848,-0.99378986,-0.99110984,-0.99596828
STANDING,0.27921587,-0.012941642,-0.10948302,0.96163013,-0.143889,0.13320171,0.078970246,0.002409117,-0.007726854,-0.028231988,-0.1155937,0.088422599,-0.093489087,-0.032767927,-0.058435764,-0.99242583,-0.99242583,-0.99100179,-0.98086568,-0.99500085,-0.99436519,-0.97981934,-0.99013599,-0.9937009,-0.98291864,-0.99078925,-0.98566581,-0.99231263,-0.99053326,-0.99014637,-0.99329055,-0.99080462,-0.9954266
STANDING,0.27707234,-0.012053199,-0.10505181,0.96212208,-0.14124581,0.13307848,0.069876475,0.030134308,0.0070890767,-0.024296762,-0.10120159,0.097868221,-0.10284201,-0.041911738,-0.035895396,-0.98724781,-0.98724781,-0.98880938,-0.97937477,-0.98991228,-0.99426278,-0.96524657,-0.98700038,-0.99321017,-0.97477804,-0.99084037,-0.98037052,-0.98866183,-0.96875135,-0.98496713,-0.99152829,-0.98251307,-0.98916419
STANDING,0.27573002,-0.02990399,-0.11623503,0.96224808,-0.13995555,0.13321545,0.072232169,0.014198315,-0.010419576,-0.025195554,-0.09377038,0.10745349,-0.10089628,-0.041883478,-0.059250468,-0.97053782,-0.97053782,-0.98403277,-0.9730648,-0.98609358,-0.99464383,-0.9457247,-0.97998543,-0.99290324,-0.9652697,-0.98913846,-0.96865498,-0.98822113,-0.97192573,-0.96553863,-0.98598814,-0.97459669,-0.98643097
STANDING,0.27743978,-0.028085647,-0.11841168,0.9616755,-0.14763391,0.12991727,0.076562087,0.00042716732,0.0027852368,-0.028579769,-0.078070294,0.083806513,-0.094253522,-0.03708704,-0.073126768,-0.96926479,-0.96926479,-0.98381142,-0.97773889,-0.98892783,-0.99539146,-0.94267379,-0.97806429,-0.99349923,-0.96460757,-0.98794242,-0.96663931,-0.99224507,-0.97530005,-0.96678189,-0.98357557,-0.9706264,-0.98644833
STANDING,0.27894142,-0.0078291504,-0.10088823,0.9613931,-0.15287973,0.12715077,0.077207557,0.02418917,0.010422774,-0.0291529,-0.0659858,0.070878428,-0.097251734,-0.039813511,-0.049140806,-0.98296122,-0.98296122,-0.99113376,-0.98971182,-0.99394411,-0.9974705,-0.97166474,-0.98736062,-0.9964581,-0.98009961,-0.99296272,-0.98344016,-0.9958948,-0.99037281,-0.98731826,-0.98918703,-0.98697099,-0.99210869
STANDING,0.27938938,-0.013103518,-0.10241459,0.96190897,-0.14758116,0.12981401,0.077329584,0.001336693,-0.012037801,-0.029742685,-0.071633408,0.087669282,-0.10653955,-0.039216054,-0.055815975,-0.98752614,-0.98752614,-0.99141633,-0.99381866,-0.99565835,-0.99685232,-0.97327116,-0.9873511,-0.99645022,-0.98368461,-0.98938977,-0.98725402,-0.99714614,-0.99264366,-0.988235,-0.99074637,-0.99228247,-0.99578775
STANDING,0.27675384,-0.021467228,-0.10714198,0.96266985,-0.14552186,0.13198845,0.074169407,0.011798875,0.0043837645,-0.026645001,-0.071315822,0.090139405,-0.099016289,-0.041898671,-0.057370076,-0.99106744,-0.99106744,-0.9889794,-0.98907826,-0.99297682,-0.99504365,-0.9772398,-0.98907126,-0.99469055,-0.9798836,-0.98920716,-0.98091403,-0.99649775,-0.98953792,-0.98944616,-0.99048208,-0.98839118,-0.99311748
STANDING,0.276973,-0.019157099,-0.10850036,0.96233569,-0.14821779,0.13247101,0.076002417,-6.7747093e-05,-0.014770089,-0.027204416,-0.079706531,0.08826913,-0.088142403,-0.041908423,-0.050383806,-0.98869752,-0.98869752,-0.98820492,-0.98480187,-0.99160911,-0.99502575,-0.97140239,-0.9859749,-0.99377948,-0.97841805,-0.9888891,-0.97733911,-0.99452912,-0.98405195,-0.98726946,-0.99115482,-0.98573268,-0.99162913
STANDING,0.28044614,-0.020139016,-0.11610948,0.96225932,-0.14975232,0.13169585,0.071353924,0.0060123594,0.01076559,-0.028217613,-0.076759901,0.085667732,-0.098137568,-0.038992203,-0.055029289,-0.98781023,-0.98781023,-0.99136668,-0.98782929,-0.99452707,-0.99574646,-0.97471984,-0.98835645,-0.99450813,-0.98104089,-0.99194557,-0.98477934,-0.99386224,-0.98497526,-0.99094041,-0.99332478,-0.99057421,-0.99393993
STANDING,0.27604096,-0.01517228,-0.10764431,0.96307958,-0.1512014,0.12921827,0.076743055,0.029384261,0.012815567,-0.026850793,-0.066542922,0.079338115,-0.10417825,-0.037266473,-0.056378273,-0.98793708,-0.98793708,-0.99329547,-0.9935367,-0.9971082,-0.99607088,-0.97870916,-0.98720429,-0.99474054,-0.989183,-0.99046405,-0.99090681,-0.99558919,-0.99400773,-0.99159169,-0.99573941,-0.99554123,-0.99797831
STANDING,0.34963844,0.07105058,0.02369111,0.94161022,-0.24159919,0.031651174,0.043141443,-0.18158058,-0.17473165,0.043790545,-0.040391016,-0.15131144,-0.14644852,-0.039521161,-0.058430774,-0.74485497,-0.74485497,-0.97413505,-0.86144813,-0.9856641,-0.95170589,-0.7024148,-0.80624728,-0.97992399,-0.9580384,-0.97985768,-0.91399507,-0.98277081,-0.96168944,-0.73671893,-0.97662158,-0.9294069,-0.98426904
STANDING,0.27023661,-0.034277246,-0.11431382,0.9645831,-0.18763664,0.080378922,0.073420516,-0.00070874423,-0.042836007,0.00042455385,-0.079249574,-0.039033002,-0.1112622,-0.045808303,-0.020414882,-0.95002765,-0.95002765,-0.98590049,-0.93653442,-0.99319356,-0.99106768,-0.95040696,-0.96144372,-0.98989031,-0.97828806,-0.98508347,-0.97553228,-0.98911246,-0.94676094,-0.96499627,-0.98828201,-0.96209333,-0.99366599
STANDING,0.27637002,-0.015855217,-0.1088031,0.96286203,-0.1956795,0.079587406,0.078109488,0.026531272,0.012777956,-0.021134568,-0.093737172,0.061834526,-0.10194117,-0.048542585,-0.019745438,-0.98350814,-0.98350814,-0.99331828,-0.97664647,-0.99445301,-0.99243742,-0.97340141,-0.98792154,-0.99234346,-0.98732406,-0.99240578,-0.98600921,-0.99161102,-0.9551666,-0.98704466,-0.99479409,-0.9794813,-0.99520966
STANDING,0.27621012,-0.021717916,-0.10999798,0.96220946,-0.1970078,0.078208561,0.071937472,-0.01051352,0.017835494,-0.03367414,-0.086037747,0.099965069,-0.11854084,-0.036981771,-0.055046372,-0.98397278,-0.98397278,-0.98984341,-0.97862008,-0.99057793,-0.99417454,-0.9588545,-0.98913342,-0.99368014,-0.96752989,-0.99288742,-0.95866192,-0.99133389,-0.9836088,-0.98279623,-0.9793583,-0.96511239,-0.98533244
STANDING,0.27215386,-0.04063904,-0.12919814,0.96154494,-0.200542,0.077376163,0.064372155,-0.063810652,-0.020918901,-0.062185113,-0.10258766,0.15209681,-0.094786778,-0.01647463,-0.061391321,-0.94265068,-0.94265068,-0.97417306,-0.92504085,-0.9769268,-0.97319588,-0.87981031,-0.95837332,-0.97521554,-0.95426816,-0.98148282,-0.92802408,-0.95078842,-0.94499357,-0.90391626,-0.96572521,-0.9272139,-0.97473614
STANDING,0.26787055,-0.043080676,-0.10881443,0.95836764,-0.21652601,0.071285542,0.078112397,0.049417901,-0.010755275,-0.023093131,-0.072736767,0.097109927,-0.10325903,-0.044711206,-0.051845774,-0.89378953,-0.89378953,-0.96344222,-0.86852032,-0.96700625,-0.97088893,-0.87324131,-0.9471893,-0.97284693,-0.94766465,-0.97152118,-0.89621338,-0.94801986,-0.91387074,-0.93434868,-0.96731207,-0.93445312,-0.97236248
STANDING,0.28006618,-0.0017441876,-0.086966844,0.95545968,-0.23216285,0.070425065,0.085771704,0.11228196,0.0090715198,-0.016851502,-0.042910707,0.007735114,-0.10047782,-0.062739284,-0.050345439,-0.91159305,-0.91159305,-0.96744538,-0.89771415,-0.97311575,-0.97804025,-0.84046415,-0.95905575,-0.97882705,-0.94992069,-0.97279314,-0.91199277,-0.96210703,-0.94473448,-0.92892846,-0.9703697,-0.93226678,-0.97544826
STANDING,0.29104315,0.011952943,-0.11237442,0.95788241,-0.22107268,0.076126216,0.073790061,0.012257483,0.010700592,-0.031464855,-0.071791873,0.066368412,-0.071570883,-0.037728799,-0.052973966,-0.95690508,-0.95690508,-0.9801252,-0.94645898,-0.98430087,-0.98692072,-0.9473041,-0.97890506,-0.98315837,-0.96565343,-0.98217669,-0.93090021,-0.98088361,-0.96627632,-0.9657411,-0.97960772,-0.96050736,-0.9858485
STANDING,0.27744413,-0.007489371,-0.097290201,0.96217126,-0.20103021,0.076748143,0.079082198,-0.02327385,0.012777229,-0.0070066838,-0.076688244,0.1198012,-0.090332352,-0.042033707,-0.047199181,-0.96860117,-0.96860117,-0.98411117,-0.96034666,-0.98600617,-0.99022138,-0.94036535,-0.97988688,-0.98766023,-0.96994685,-0.98976805,-0.95590295,-0.98497423,-0.97916186,-0.97282905,-0.98658103,-0.96972188,-0.98669337
STANDING,0.27104657,-0.02892791,-0.099544286,0.96190368,-0.19571683,0.08104813,0.077030836,-0.017938548,-0.029514055,-0.028380559,-0.088906247,0.12101965,-0.10225351,-0.042783545,-0.051081937,-0.96410395,-0.96410395,-0.98506623,-0.96907099,-0.988434,-0.9925835,-0.94005561,-0.97327406,-0.99006899,-0.9705251,-0.98984087,-0.96218505,-0.98877244,-0.98464228,-0.97608589,-0.98691819,-0.97999168,-0.98802953
STANDING,0.27842291,-0.034008141,-0.12692464,0.95984051,-0.20442247,0.082861129,0.074801231,0.030829632,-0.0080785625,-0.03234475,-0.081520823,0.093436707,-0.10664216,-0.036351092,-0.067310698,-0.97248271,-0.97248271,-0.99058267,-0.98297327,-0.99563828,-0.99617091,-0.96989138,-0.98679519,-0.99525241,-0.98316369,-0.98871266,-0.97889233,-0.99213632,-0.98401507,-0.98433272,-0.99087486,-0.9858101,-0.99512039
